param,mean,median,0.950_CI_LB,0.950_CI_UB
beta_loc_50_pop_0,1.729228,1.469181,-0.293044,4.918417
beta_loc_51_pop_0,-1.960156,-1.251279,-6.465070,1.165897
beta_loc_52_pop_0,1.352757,1.305446,-0.950792,4.521291
beta_loc_53_pop_0,-4.420847,-4.525670,-6.276086,-2.679620
beta_loc_54_pop_0,0.975625,0.494912,-0.548859,3.733771
beta_loc_55_pop_0,0.068235,-0.058653,-0.946351,1.473856
beta_loc_56_pop_0,0.088977,0.066512,-0.862150,1.454594
beta_loc_57_pop_0,-1.788804,-1.841058,-3.318325,-0.019765
beta_loc_58_pop_0,-0.948602,-0.614137,-3.164829,0.345606
beta_loc_59_pop_0,-2.940604,-3.092736,-4.122632,-0.519214
beta_loc_60_pop_0,1.047600,0.829682,-0.689737,3.077186
beta_loc_61_pop_0,1.852176,1.896850,-0.081142,3.931272
beta_loc_62_pop_0,-2.111850,-2.198496,-3.818754,-0.050419
beta_loc_63_pop_0,0.760642,0.507645,-0.889391,2.998858
beta_loc_64_pop_0,-3.250022,-2.956060,-5.840771,-1.092124
beta_loc_65_pop_0,2.065448,2.169486,-1.271027,4.443572
beta_loc_66_pop_0,1.071119,1.133206,-0.865805,2.940987
beta_loc_67_pop_0,1.039091,0.995885,-0.387039,2.451374
beta_loc_68_pop_0,3.000290,3.403677,1.024876,4.831273
beta_loc_69_pop_0,-1.976304,-2.728180,-3.963808,1.077248
beta_loc_70_pop_0,-0.522003,-0.414415,-1.955554,0.673055
beta_loc_71_pop_0,0.587607,0.503178,-0.686884,2.307816
beta_loc_72_pop_0,0.822522,0.536460,-0.852241,3.398102
beta_loc_73_pop_0,3.596851,3.566128,2.533913,4.747378
beta_loc_74_pop_0,5.054814,5.001517,2.446255,7.305059
beta_loc_75_pop_0,-3.561390,-3.668118,-5.411257,-1.882922
beta_loc_76_pop_0,-6.199786,-6.137577,-8.748602,-3.897926
beta_loc_77_pop_0,-3.797857,-3.964377,-4.722794,-2.513737
beta_loc_78_pop_0,0.237913,0.142021,-0.795778,1.477781
beta_loc_79_pop_0,0.225136,-0.143849,-0.972518,2.176803
beta_loc_80_pop_0,-3.714371,-3.787760,-5.130162,-2.437100
beta_loc_81_pop_0,1.415048,1.292886,-1.548629,5.227144
beta_loc_82_pop_0,-2.935578,-2.934567,-4.716880,-1.567712
beta_loc_83_pop_0,-1.357860,-1.490667,-3.173305,0.618302
beta_loc_84_pop_0,2.111758,2.186401,-0.383187,4.730230
beta_loc_85_pop_0,0.273900,0.305595,-0.895293,1.600797
beta_loc_86_pop_0,-0.196361,-0.267250,-1.162371,1.035096
beta_loc_87_pop_0,0.747771,0.874862,-0.524287,1.918763
beta_loc_88_pop_0,3.814139,3.928177,2.500700,4.702698
beta_loc_89_pop_0,-2.653433,-2.983370,-5.031764,0.490449
beta_loc_90_pop_0,0.398104,0.529320,-1.377401,1.913891
beta_loc_91_pop_0,0.541382,0.281181,-0.883781,3.018189
beta_loc_92_pop_0,-3.809031,-3.839526,-5.256953,-2.368458
beta_loc_93_pop_0,1.215603,1.048031,-0.237046,3.290768
beta_loc_94_pop_0,-2.663361,-2.551405,-4.706009,-1.044520
beta_loc_95_pop_0,5.023169,5.135876,3.060157,6.566354
beta_loc_96_pop_0,2.376180,2.511809,0.858416,3.516393
beta_loc_97_pop_0,-0.580892,-0.605318,-0.969775,-0.029835
beta_loc_98_pop_0,3.770385,3.806060,2.223305,5.173855
beta_loc_99_pop_0,-3.480277,-3.680777,-5.570136,-1.436577
beta_loc_100_pop_0,0.225591,0.273731,-0.808247,1.200029
beta_loc_101_pop_0,-3.343565,-3.249348,-5.166541,-1.759075
beta_loc_102_pop_0,-0.244896,-0.325605,-0.961139,1.037834
beta_loc_103_pop_0,-0.745653,-0.512648,-3.956018,1.543817
beta_loc_104_pop_0,0.805103,0.805848,-0.288303,2.009895
beta_loc_105_pop_0,-0.279897,-0.342482,-0.927744,0.745607
beta_loc_106_pop_0,1.082209,1.086019,-0.369329,2.061349
beta_loc_107_pop_0,-5.325959,-5.154918,-7.396484,-3.708877
beta_loc_108_pop_0,-2.726426,-2.656355,-4.005254,-1.886818
beta_loc_109_pop_0,1.018991,1.040581,-0.005760,2.316352
beta_loc_110_pop_0,-0.319276,0.041771,-4.493495,1.416795
beta_loc_111_pop_0,1.462487,1.261778,-0.074964,3.208158
beta_loc_112_pop_0,1.662168,1.594965,0.562429,2.923124
beta_loc_113_pop_0,2.373741,2.384924,0.810949,3.791089
beta_loc_114_pop_0,0.818713,0.504079,-0.921680,2.889085
beta_loc_115_pop_0,-2.489788,-2.701988,-4.318827,-1.065562
beta_loc_116_pop_0,0.736661,0.757877,-0.675450,2.415893
beta_loc_117_pop_0,-4.895424,-5.231190,-7.469023,-2.764966
beta_loc_118_pop_0,-3.203896,-3.088547,-4.630217,-1.890279
beta_loc_119_pop_0,-0.400587,-0.342183,-1.556792,0.315253
beta_loc_120_pop_0,-4.347753,-4.550397,-5.440164,-2.334847
beta_loc_121_pop_0,-2.010995,-1.963428,-3.736686,-0.239653
beta_loc_122_pop_0,-0.378020,-0.403078,-0.950357,0.380771
beta_loc_123_pop_0,-3.324794,-3.163890,-5.515238,-1.934544
beta_loc_124_pop_0,-3.545764,-3.323894,-5.804532,-2.266007
beta_loc_125_pop_0,1.897964,1.847867,0.298116,3.910466
beta_loc_126_pop_0,1.667299,1.732829,-0.024357,3.136821
beta_loc_127_pop_0,0.279735,0.256536,-0.889820,1.442534
beta_loc_128_pop_0,2.770360,2.232508,0.688484,5.379479
beta_loc_129_pop_0,1.889528,2.176991,0.015686,3.273339
beta_loc_130_pop_0,0.736609,0.653589,-0.023098,1.879241
beta_loc_131_pop_0,-3.499714,-3.463018,-5.556615,-2.258436
beta_loc_132_pop_0,3.855540,4.147207,1.680852,5.746933
beta_loc_133_pop_0,1.102205,0.940205,-0.089345,2.685070
beta_loc_134_pop_0,-0.988565,-0.895385,-2.962102,0.855303
beta_loc_135_pop_0,3.702381,3.887336,1.507686,5.630616
beta_loc_136_pop_0,1.445766,1.326144,0.270230,3.049628
beta_loc_137_pop_0,2.966312,3.111415,0.759556,4.475170
beta_loc_138_pop_0,0.383825,0.285935,-0.435657,1.992817
beta_loc_139_pop_0,0.728062,0.730707,0.014121,1.399309
beta_loc_140_pop_0,2.323323,2.110085,0.759340,4.229206
beta_loc_141_pop_0,0.483810,0.312173,-0.601971,2.315583
beta_loc_142_pop_0,0.287023,0.342411,-0.751060,1.529957
beta_loc_143_pop_0,-3.205734,-3.195968,-4.394138,-1.918816
beta_loc_144_pop_0,1.997722,2.305544,-0.352690,3.549380
beta_loc_145_pop_0,0.690259,0.556024,-0.320704,2.500529
beta_loc_146_pop_0,3.004635,2.840093,0.278652,5.849305
beta_loc_147_pop_0,2.190827,2.172128,0.225556,3.807494
beta_loc_148_pop_0,-1.607320,-1.777242,-3.820008,0.889640
beta_loc_149_pop_0,3.694929,3.721262,0.832482,6.162083
beta_loc_150_pop_0,2.718622,2.560186,-0.487926,6.685478
beta_loc_151_pop_0,0.640850,0.656319,-0.634011,2.254848
beta_loc_152_pop_0,-2.908792,-2.973625,-4.523925,-1.320230
beta_loc_153_pop_0,1.770885,1.764913,0.459553,3.196620
beta_loc_154_pop_0,1.621795,1.565642,-0.607114,3.292697
beta_loc_155_pop_0,0.461654,0.441315,-0.628101,1.866189
beta_loc_156_pop_0,0.523378,0.345921,-0.399241,2.249054
beta_loc_157_pop_0,1.336131,1.299345,-0.262097,2.912768
beta_loc_158_pop_0,2.521378,2.787188,0.375864,3.898089
beta_loc_159_pop_0,2.747502,2.449075,1.056508,4.688884
beta_loc_160_pop_0,3.919033,4.048720,1.989576,5.957865
beta_loc_161_pop_0,2.793263,2.610022,1.488605,4.744586
beta_loc_162_pop_0,-0.288955,-0.391505,-1.591505,1.378808
beta_loc_163_pop_0,-0.333978,-0.382667,-0.944049,0.473762
beta_loc_164_pop_0,-4.759199,-4.353748,-8.100415,-2.723863
beta_loc_165_pop_0,0.690250,0.493445,-0.189496,2.476442
beta_loc_166_pop_0,0.802981,0.359272,-0.802193,3.110307
beta_loc_167_pop_0,0.790503,0.786594,-0.684996,2.316868
beta_loc_168_pop_0,1.285551,1.163878,0.044068,2.853434
beta_loc_169_pop_0,1.191698,1.099006,0.454544,2.010210
beta_loc_170_pop_0,0.690094,0.574851,-0.552806,3.227137
beta_loc_171_pop_0,1.790280,1.790222,0.011166,3.406440
beta_loc_172_pop_0,0.109076,0.157192,-0.900771,1.187199
beta_loc_173_pop_0,2.525551,2.588356,0.022654,5.575081
beta_loc_174_pop_0,4.476065,5.056032,1.618323,6.875031
beta_loc_175_pop_0,3.952718,4.040338,2.016156,5.350003
beta_loc_176_pop_0,2.603878,2.314900,0.808473,4.680687
beta_loc_177_pop_0,5.286968,4.818321,3.505799,7.928924
beta_loc_178_pop_0,1.195298,1.307216,-0.196236,2.108255
beta_loc_179_pop_0,0.377563,0.361733,-0.778480,1.377495
beta_loc_180_pop_0,-0.232058,-0.258781,-0.865788,0.642127
beta_loc_181_pop_0,1.380008,1.404427,-0.732316,4.738933
beta_loc_182_pop_0,4.223747,3.968452,1.591115,7.075581
beta_loc_183_pop_0,0.425119,0.341552,-0.443475,1.846237
beta_loc_184_pop_0,1.482708,1.050267,-0.058536,4.176313
beta_loc_185_pop_0,3.779829,3.541712,1.889151,6.108274
beta_loc_186_pop_0,0.056428,0.142021,-2.555757,4.222131
beta_loc_187_pop_0,2.305356,2.490437,0.362333,3.646428
beta_loc_188_pop_0,-5.487547,-5.692978,-7.133318,-2.690292
beta_loc_189_pop_0,-1.493782,-1.574618,-3.281732,0.321555
beta_loc_190_pop_0,0.000598,0.028584,-0.827035,0.626114
beta_loc_191_pop_0,0.870674,0.737698,-0.106900,2.145861
beta_loc_192_pop_0,2.241155,2.358855,0.495179,3.602551
beta_loc_193_pop_0,1.600662,1.432364,0.484214,3.154851
beta_loc_194_pop_0,2.683298,3.237850,0.252454,4.961096
beta_loc_195_pop_0,3.147232,3.255435,1.534792,4.542317
beta_loc_196_pop_0,2.306566,2.157174,1.100246,4.550354
beta_loc_197_pop_0,-2.424688,-2.748569,-4.018849,-0.307515
beta_loc_198_pop_0,1.270429,1.296545,-0.820655,3.233782
beta_loc_199_pop_0,2.111907,1.503856,-1.040408,6.950669
beta_loc_200_pop_0,2.512936,2.868334,-0.712928,4.693951
beta_loc_201_pop_0,1.253146,1.331719,0.038358,2.267774
beta_loc_202_pop_0,2.014264,1.915436,0.384850,4.148576
beta_loc_203_pop_0,2.254696,2.399710,0.463508,4.012141
beta_loc_204_pop_0,-0.245217,0.220947,-2.737582,1.505381
beta_loc_205_pop_0,1.320481,1.345742,0.125345,2.295135
beta_loc_206_pop_0,1.854058,1.853938,0.487762,3.199666
beta_loc_207_pop_0,1.534273,1.402472,0.483976,2.827017
beta_loc_208_pop_0,1.705040,1.557141,0.674106,3.045576
beta_loc_209_pop_0,1.345076,1.330550,0.574608,2.163810
beta_loc_210_pop_0,1.724335,1.516035,0.574427,3.177393
beta_loc_211_pop_0,1.954891,1.910928,0.229712,3.492088
beta_loc_212_pop_0,1.821584,1.746187,0.641407,3.420015
beta_loc_213_pop_0,0.186745,0.160922,-0.802105,1.139762
beta_loc_214_pop_0,1.470830,1.451133,0.373912,2.714114
beta_loc_215_pop_0,1.264061,1.256186,-0.529418,2.972637
beta_loc_216_pop_0,0.894680,0.812163,-0.519605,2.557355
beta_loc_217_pop_0,1.558389,1.165833,0.056334,3.616457
beta_loc_218_pop_0,0.997479,0.997860,0.117431,1.775269
beta_loc_219_pop_0,1.543028,1.271160,0.174943,3.398831
beta_loc_220_pop_0,2.137270,2.400318,0.014395,3.190865
beta_loc_221_pop_0,1.352810,1.428397,-0.466739,2.858043
beta_loc_222_pop_0,-3.276768,-3.298149,-5.249786,-1.319791
beta_loc_223_pop_0,1.656390,1.633539,0.642546,2.760273
beta_loc_224_pop_0,1.696467,1.636012,0.518615,2.961396
beta_loc_225_pop_0,1.691595,1.858959,0.384179,2.933712
beta_loc_226_pop_0,1.547581,1.278872,0.503210,3.195863
beta_loc_227_pop_0,2.491263,2.584609,0.540193,3.931867
beta_loc_228_pop_0,1.201154,1.181466,0.530735,2.033538
beta_loc_229_pop_0,1.384242,1.410478,0.565806,2.275006
beta_loc_230_pop_0,2.889552,2.767504,1.153461,5.155987
beta_loc_231_pop_0,1.435776,1.417794,0.508086,2.350519
beta_loc_232_pop_0,-0.025039,-0.022020,-0.867311,0.920886
beta_loc_233_pop_0,-2.922898,-2.929844,-4.331837,-1.076940
beta_loc_234_pop_0,0.788121,0.724117,-0.365108,1.977696
beta_loc_235_pop_0,1.099002,1.130209,0.083547,2.177807
beta_loc_236_pop_0,0.276445,0.258572,-0.564323,1.298813
beta_loc_237_pop_0,1.317906,1.214916,0.194155,2.647864
beta_loc_238_pop_0,0.788459,0.766170,0.068829,1.689884
beta_loc_239_pop_0,1.958480,2.107240,0.193041,3.186182
beta_loc_240_pop_0,1.394448,1.228852,0.326976,2.860255
beta_loc_241_pop_0,0.596681,0.520231,-0.262536,1.838795
beta_loc_242_pop_0,1.900140,2.078991,-0.160235,3.613902
beta_loc_243_pop_0,-4.655418,-4.692827,-5.934693,-3.519162
beta_loc_244_pop_0,-4.917765,-4.930207,-5.949919,-3.774057
beta_loc_245_pop_0,1.897463,1.818018,0.886940,3.194078
beta_loc_246_pop_0,2.209871,2.293011,0.421443,3.567182
beta_loc_247_pop_0,0.628441,0.606785,-0.335005,1.495129
beta_loc_248_pop_0,0.835192,0.887654,-0.955144,2.740616
beta_loc_249_pop_0,3.013071,2.391092,1.064251,6.523656
beta_loc_250_pop_0,1.153336,1.346406,-0.688103,2.906056
beta_loc_251_pop_0,1.210883,1.011139,0.017880,3.013443
beta_loc_252_pop_0,0.828672,0.840884,-0.763444,2.379083
beta_loc_253_pop_0,1.072862,1.100169,-0.173149,2.146373
beta_loc_254_pop_0,1.735017,1.592464,0.741822,3.178777
beta_loc_255_pop_0,0.969344,1.050900,-0.492038,2.199445
beta_loc_256_pop_0,-1.426083,-1.243028,-3.480772,-0.216365
beta_loc_257_pop_0,0.506304,0.500224,-0.670314,1.588010
beta_loc_258_pop_0,0.231558,-0.043455,-0.817914,2.101546
beta_loc_259_pop_0,1.558275,1.141194,0.274147,4.107224
beta_loc_260_pop_0,2.459560,2.661394,0.236680,3.880480
beta_loc_261_pop_0,1.062828,0.979239,-0.594778,2.670746
beta_loc_262_pop_0,0.016785,0.014643,-0.874620,0.900293
beta_loc_263_pop_0,1.578396,1.041433,-0.874720,4.621355
beta_loc_264_pop_0,1.715270,1.644806,0.743169,3.049007
beta_loc_265_pop_0,1.162940,1.151121,0.475603,2.005648
beta_loc_266_pop_0,0.819875,0.877156,-0.011936,1.619142
beta_loc_267_pop_0,2.422186,2.605507,0.297085,4.028766
beta_loc_268_pop_0,4.375774,4.898563,0.715554,6.557298
beta_loc_269_pop_0,2.128486,1.898942,0.605664,4.519717
beta_loc_270_pop_0,1.299200,1.267077,0.381909,2.505726
beta_loc_271_pop_0,-1.930126,-1.933558,-2.866218,-0.934176
beta_loc_272_pop_0,1.749796,1.731042,0.521038,3.105320
beta_loc_273_pop_0,1.134904,1.149886,0.473689,1.872120
beta_loc_274_pop_0,0.993066,0.974332,0.467859,1.578082
beta_loc_275_pop_0,1.097776,1.096016,0.132372,2.053001
beta_loc_276_pop_0,1.721356,1.742183,0.568017,3.185665
beta_loc_277_pop_0,1.068252,1.208797,-0.445608,2.261112
beta_loc_278_pop_0,1.677575,1.712126,0.501592,2.893341
beta_loc_279_pop_0,1.352307,1.449683,-0.134808,2.519154
beta_loc_280_pop_0,-3.536564,-3.366202,-5.489129,-2.331741
beta_loc_281_pop_0,2.241821,2.108331,0.621963,3.575404
beta_loc_282_pop_0,1.951235,1.995754,-0.220216,3.923261
beta_loc_283_pop_0,1.721438,1.707100,0.891242,2.713323
beta_loc_284_pop_0,1.597902,1.376854,0.610561,3.247625
beta_loc_285_pop_0,0.443728,0.407712,-0.640434,1.946788
beta_loc_286_pop_0,1.169903,1.117404,0.435096,2.503562
beta_loc_287_pop_0,1.719018,1.655846,0.018133,3.395209
beta_loc_288_pop_0,-1.902316,-1.942862,-3.769340,0.045185
beta_loc_289_pop_0,-0.428237,-0.430193,-1.520604,0.748497
beta_loc_290_pop_0,1.122800,1.127042,0.266407,1.961785
beta_loc_291_pop_0,1.195813,1.088058,0.260782,2.394322
beta_loc_292_pop_0,1.085805,1.061487,0.035591,2.103891
beta_loc_293_pop_0,1.920347,1.906078,0.975131,3.025064
beta_loc_294_pop_0,1.396091,1.292943,0.686091,2.812013
beta_loc_295_pop_0,0.274767,0.263377,-0.563584,1.243718
beta_loc_296_pop_0,1.840860,1.799848,0.810932,3.003714
beta_loc_297_pop_0,1.345831,1.254850,0.577671,2.547588
beta_loc_298_pop_0,2.668747,2.774008,0.870455,4.636137
beta_loc_299_pop_0,0.380344,0.440263,-0.675633,1.324554
beta_loc_300_pop_0,0.955171,0.926361,-0.676199,2.750816
beta_loc_301_pop_0,-0.111443,-0.256066,-0.921852,1.430076
beta_loc_302_pop_0,1.086515,1.021847,0.070731,2.204191
beta_loc_303_pop_0,1.459791,1.468619,0.532794,2.427452
beta_loc_304_pop_0,1.711398,2.091483,-0.679664,3.516139
beta_loc_305_pop_0,1.444286,1.413063,0.782800,2.212547
beta_loc_306_pop_0,1.178432,1.092493,-0.118616,2.546854
beta_loc_307_pop_0,2.476233,2.130916,0.655899,4.681253
beta_loc_308_pop_0,1.683703,1.555176,0.699683,3.396582
beta_loc_309_pop_0,1.452186,1.441274,0.715925,2.327370
beta_loc_310_pop_0,1.459177,1.408853,0.673642,2.384942
beta_loc_311_pop_0,1.320377,1.333691,0.509684,2.110965
beta_loc_312_pop_0,1.381044,1.359141,0.545231,2.626725
beta_loc_313_pop_0,1.391240,1.105524,0.441476,3.126711
beta_loc_314_pop_0,1.308857,0.779540,-0.702827,4.361268
beta_loc_315_pop_0,1.033054,0.953265,-0.157327,2.402889
beta_loc_316_pop_0,1.605398,1.564080,0.656126,2.751275
beta_loc_317_pop_0,1.605027,1.594486,0.647694,2.580122
beta_loc_318_pop_0,1.507047,1.501926,0.646279,2.395821
beta_loc_319_pop_0,1.496037,1.511427,0.637172,2.222382
beta_loc_320_pop_0,1.414201,1.370687,0.519207,2.341385
beta_loc_321_pop_0,0.880122,0.759051,-0.902895,3.090932
beta_loc_322_pop_0,2.224040,1.919695,0.777825,3.948884
beta_loc_323_pop_0,1.257933,1.217604,0.586261,2.316527
beta_loc_324_pop_0,0.952226,0.779443,-0.018666,2.332431
beta_loc_325_pop_0,0.878145,0.743240,-0.334357,3.141598
beta_loc_326_pop_0,1.052321,1.044188,-0.111581,2.309180
beta_loc_327_pop_0,2.650662,2.716948,0.958117,3.853509
beta_loc_328_pop_0,1.377437,1.296843,-0.266541,3.321855
beta_loc_329_pop_0,2.048182,2.087140,0.792096,3.134817
beta_loc_330_pop_0,2.104518,2.150454,0.410289,3.939694
beta_loc_331_pop_0,1.647941,1.536548,0.554882,3.347015
beta_loc_332_pop_0,2.495930,3.038619,-0.423478,4.688085
beta_loc_333_pop_0,3.256038,3.295192,2.058679,4.090447
beta_loc_334_pop_0,1.494060,1.379373,0.638948,2.859551
beta_loc_335_pop_0,1.550461,1.441168,0.579816,2.951212
beta_loc_336_pop_0,3.021702,3.195796,0.884647,4.927782
beta_loc_337_pop_0,2.619967,2.795955,0.749708,4.265693
beta_loc_338_pop_0,3.703563,3.726354,1.041546,5.407754
beta_loc_339_pop_0,1.717321,1.655991,0.704201,3.017338
beta_loc_340_pop_0,2.877457,2.639688,0.764731,5.493788
beta_loc_341_pop_0,0.865967,0.804214,-1.817761,4.892211
beta_loc_342_pop_0,-2.098562,-1.824465,-4.202762,0.035454
beta_loc_343_pop_0,-3.509303,-3.554256,-5.069742,-1.813187
beta_loc_344_pop_0,-3.092148,-3.107538,-4.731851,-1.622673
beta_loc_345_pop_0,-2.524416,-2.563595,-4.069779,-0.351838
beta_loc_346_pop_0,0.880255,0.921776,-0.692992,2.762731
beta_loc_347_pop_0,-0.163693,-0.358032,-1.134558,1.563731
beta_loc_348_pop_0,2.427792,2.365173,-0.319463,5.447523
beta_loc_349_pop_0,-3.825227,-3.724295,-5.459431,-2.141341
beta_loc_350_pop_0,-3.903940,-3.833129,-5.467914,-2.294833
beta_loc_351_pop_0,-3.265877,-2.834340,-5.898104,-0.838298
beta_loc_352_pop_0,-3.113642,-3.396026,-4.818343,-0.534903
beta_loc_353_pop_0,-2.778939,-2.047801,-6.849361,-0.081275
beta_loc_354_pop_0,0.644769,0.633438,-0.537309,2.077067
beta_loc_355_pop_0,-4.104043,-4.015358,-5.607923,-3.024737
beta_loc_356_pop_0,0.526905,0.057641,-0.932995,3.531616
beta_loc_357_pop_0,0.824276,0.211102,-2.592538,3.674722
beta_loc_358_pop_0,-3.059743,-2.360919,-6.028356,-1.260099
beta_loc_359_pop_0,-1.055698,-0.708430,-4.206796,0.970410
beta_loc_360_pop_0,0.279946,0.325410,-1.514136,2.458132
beta_loc_361_pop_0,-0.623301,-0.144133,-2.892355,0.595451
beta_loc_362_pop_0,-1.335097,-1.572141,-3.100928,0.987808
beta_loc_363_pop_0,-1.932908,-2.046360,-4.562932,0.466361
beta_loc_364_pop_0,-0.230961,-0.328454,-2.849267,1.746628
beta_loc_365_pop_0,0.893905,0.965229,-1.370753,2.960479
beta_loc_366_pop_0,-3.603301,-3.627157,-4.642038,-1.821714
beta_loc_367_pop_0,-3.084284,-2.588232,-5.468798,-0.972383
beta_loc_368_pop_0,-2.774344,-3.222693,-4.753195,0.296116
beta_loc_369_pop_0,-0.308935,-0.327962,-1.811640,0.938043
beta_loc_370_pop_0,1.236398,1.436109,-0.668474,2.367637
beta_loc_371_pop_0,-2.181317,-2.297104,-3.785164,0.004357
beta_loc_372_pop_0,0.485622,0.370507,-0.833767,2.013928
beta_loc_373_pop_0,5.608046,5.004447,2.968143,9.274214
beta_loc_374_pop_0,0.952125,0.871842,-1.108400,3.218100
beta_loc_375_pop_0,2.845838,2.848564,0.597779,4.970316
beta_loc_376_pop_0,0.017001,0.038010,-0.846611,1.057262
beta_loc_377_pop_0,-1.253151,-1.260587,-3.382318,0.939044
beta_loc_378_pop_0,-0.739731,-0.514571,-2.308191,0.569683
beta_loc_379_pop_0,0.814440,0.830870,-0.100440,1.807586
beta_loc_380_pop_0,0.354243,0.306191,-0.828161,1.666417
beta_loc_381_pop_0,-0.108598,-0.151179,-0.895273,1.131737
beta_loc_382_pop_0,-0.070587,0.173017,-1.804935,1.784892
beta_loc_383_pop_0,-1.347986,-0.983764,-3.917469,1.152037
beta_loc_384_pop_0,0.327400,0.406892,-1.601413,2.106736
beta_loc_385_pop_0,0.014977,0.468493,-2.808655,1.677328
beta_loc_386_pop_0,-2.136540,-2.093560,-4.219341,-0.190456
beta_loc_387_pop_0,-3.059011,-3.134421,-5.252502,-0.861803
beta_loc_388_pop_0,-3.380457,-3.187393,-5.356686,-1.365258
beta_loc_389_pop_0,-0.522842,-0.538367,-2.030630,1.050697
beta_loc_390_pop_0,-2.120460,-2.044835,-4.096542,-0.970149
beta_loc_391_pop_0,-2.033926,-2.726557,-5.037899,1.287120
beta_loc_392_pop_0,-0.833510,-0.740656,-2.628704,0.821348
beta_loc_393_pop_0,-2.977101,-2.967841,-4.266444,-1.367978
beta_loc_394_pop_0,0.366148,0.018207,-0.862815,2.757802
beta_loc_395_pop_0,0.682435,0.470857,-0.874922,2.886944
beta_loc_396_pop_0,0.245155,0.246717,-0.711706,1.328465
beta_loc_397_pop_0,-1.927329,-1.970681,-3.515680,-0.704372
beta_loc_398_pop_0,-0.757463,-0.960798,-3.251463,1.283702
beta_loc_399_pop_0,-1.569494,-1.466549,-3.033689,-0.345117
beta_loc_400_pop_0,-0.725059,-0.736534,-3.228489,1.826076
beta_loc_401_pop_0,0.039851,0.025709,-1.754407,1.892758
beta_loc_402_pop_0,0.163964,0.114981,-0.808138,1.425429
beta_loc_403_pop_0,1.841558,1.803054,0.773646,3.003041
beta_loc_404_pop_0,1.388726,1.243885,-0.363125,3.321876
