param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_200_pop_0,-0.063981,-0.051334,-0.812258,0.612002
alpha_loc_201_pop_0,0.227817,0.230459,-0.074218,0.544899
alpha_loc_202_pop_0,-0.254507,-0.212331,-1.120527,0.241761
alpha_loc_203_pop_0,0.065962,0.073788,-0.320652,0.410122
alpha_loc_204_pop_0,0.161835,0.275190,-1.161552,1.179807
alpha_loc_205_pop_0,-0.097764,-0.099719,-0.359838,0.166393
alpha_loc_206_pop_0,0.317012,0.323199,-0.162297,0.838552
alpha_loc_207_pop_0,0.508808,0.537399,-0.170507,1.097279
alpha_loc_208_pop_0,0.266447,0.288367,-0.187983,0.651089
alpha_loc_209_pop_0,0.092250,0.090666,-0.200874,0.385352
alpha_loc_210_pop_0,0.203624,0.254502,-0.821412,1.044241
alpha_loc_211_pop_0,-0.265968,-0.265602,-0.482085,-0.035776
alpha_loc_212_pop_0,-0.077270,-0.060298,-0.514811,0.312953
alpha_loc_213_pop_0,-0.043664,-0.039619,-0.376323,0.256120
alpha_loc_214_pop_0,0.128286,0.126605,-0.185577,0.459810
alpha_loc_215_pop_0,-0.245807,-0.154676,-1.395799,0.467992
alpha_loc_216_pop_0,-0.154017,-0.107709,-0.980818,0.336713
alpha_loc_217_pop_0,-0.098039,-0.100895,-0.372763,0.184898
alpha_loc_218_pop_0,0.043289,0.040599,-0.195708,0.306778
alpha_loc_219_pop_0,-0.107730,-0.106143,-0.389562,0.171491
alpha_loc_220_pop_0,-0.178350,-0.187242,-0.524595,0.234158
alpha_loc_221_pop_0,0.025439,0.017793,-0.316186,0.414891
alpha_loc_222_pop_0,-1.981260,-2.035888,-3.713247,-0.292266
alpha_loc_223_pop_0,0.225888,0.222432,-0.118855,0.620055
alpha_loc_224_pop_0,-0.311343,-0.328607,-0.617052,0.098166
alpha_loc_225_pop_0,-0.395112,-0.400972,-0.599745,-0.168795
alpha_loc_226_pop_0,0.126507,0.141871,-0.189745,0.401986
alpha_loc_227_pop_0,-0.204079,-0.230261,-0.734051,0.384904
alpha_loc_228_pop_0,-0.201305,-0.201601,-0.504056,0.119167
alpha_loc_229_pop_0,0.020792,0.021228,-0.199647,0.236516
alpha_loc_230_pop_0,0.232012,0.221639,-0.211200,0.716458
alpha_loc_231_pop_0,0.215552,0.206772,-0.175750,0.676631
alpha_loc_232_pop_0,0.150889,0.146029,-0.205073,0.524732
alpha_loc_233_pop_0,-1.028507,-1.010374,-2.019790,-0.180039
alpha_loc_234_pop_0,-0.158287,-0.169216,-0.468988,0.203480
alpha_loc_235_pop_0,0.066049,0.065657,-0.272913,0.384683
alpha_loc_236_pop_0,0.119548,0.127793,-0.149803,0.345810
alpha_loc_237_pop_0,0.007390,-0.004216,-0.337313,0.428741
alpha_loc_238_pop_0,-0.272077,-0.276212,-0.505586,-0.008768
alpha_loc_239_pop_0,0.094867,0.081948,-0.931849,1.814139
alpha_loc_240_pop_0,0.187323,0.178714,-0.267180,0.692245
alpha_loc_241_pop_0,0.031504,0.029225,-0.200943,0.313422
alpha_loc_242_pop_0,0.101263,0.099475,-0.461472,0.611708
alpha_loc_243_pop_0,1.271668,1.245899,0.366243,2.183788
alpha_loc_244_pop_0,1.345775,1.329788,0.825506,1.889316
alpha_loc_245_pop_0,-0.197652,-0.189673,-0.524526,0.073848
alpha_loc_246_pop_0,0.669147,0.742554,-1.009357,2.032101
alpha_loc_247_pop_0,0.108175,0.113270,-0.227628,0.419431
alpha_loc_248_pop_0,-0.312064,-0.311699,-0.793962,0.167717
alpha_loc_249_pop_0,-0.025671,0.027820,-1.474942,0.761365
alpha_loc_250_pop_0,-0.228740,-0.237921,-0.632489,0.227469
alpha_loc_251_pop_0,0.015086,0.012250,-0.226796,0.270137
alpha_loc_252_pop_0,-0.358352,-0.368704,-0.701219,0.085400
alpha_loc_253_pop_0,-0.214856,-0.208580,-0.728418,0.282128
alpha_loc_254_pop_0,0.090196,0.086232,-0.306857,0.510478
alpha_loc_255_pop_0,-0.042926,-0.040192,-0.311415,0.234434
alpha_loc_256_pop_0,-1.097463,-1.272898,-2.825514,0.668754
alpha_loc_257_pop_0,0.121846,0.116264,-0.193065,0.447436
alpha_loc_258_pop_0,-0.222463,-0.309738,-0.770426,0.710414
alpha_loc_259_pop_0,0.200025,0.194949,-0.182514,0.590884
alpha_loc_260_pop_0,0.857102,0.752618,0.117952,1.865084
alpha_loc_261_pop_0,-0.025086,-0.039104,-0.294050,0.296742
alpha_loc_262_pop_0,-0.122779,-0.129721,-0.446968,0.209591
alpha_loc_263_pop_0,0.458402,0.223686,-0.233205,2.202446
alpha_loc_264_pop_0,0.056414,0.058292,-0.180173,0.286586
alpha_loc_265_pop_0,-0.217080,-0.212686,-0.424643,-0.015822
alpha_loc_266_pop_0,0.067404,0.067104,-0.160928,0.307054
alpha_loc_267_pop_0,-1.313752,-1.262492,-2.554599,-0.461289
alpha_loc_268_pop_0,0.682440,0.766129,-0.840457,1.940285
alpha_loc_269_pop_0,-0.003704,0.005397,-0.516979,0.441522
alpha_loc_270_pop_0,0.039053,0.044707,-0.201027,0.273871
alpha_loc_271_pop_0,1.159991,1.168327,0.748272,1.588848
alpha_loc_272_pop_0,0.417222,0.390660,-0.225696,1.158189
alpha_loc_273_pop_0,-0.017694,-0.018804,-0.236040,0.184066
alpha_loc_274_pop_0,0.039747,0.040145,-0.171895,0.250678
alpha_loc_275_pop_0,0.141293,0.142911,-0.132256,0.397398
alpha_loc_276_pop_0,-0.431276,-0.434513,-0.722113,-0.085680
alpha_loc_277_pop_0,-0.091946,-0.091112,-0.415833,0.225314
alpha_loc_278_pop_0,-0.152908,-0.151516,-0.371971,0.069079
alpha_loc_279_pop_0,0.360403,0.355952,-0.374268,1.118274
alpha_loc_280_pop_0,-1.228306,-1.099947,-5.660591,1.336166
alpha_loc_281_pop_0,0.385291,0.385875,0.101503,0.655174
alpha_loc_282_pop_0,-0.253387,-0.223661,-0.842805,0.242666
alpha_loc_283_pop_0,-0.042466,-0.043126,-0.300232,0.208232
alpha_loc_284_pop_0,0.157733,0.154666,-0.118668,0.431894
alpha_loc_285_pop_0,-0.273844,-0.278681,-0.521506,-0.006829
alpha_loc_286_pop_0,0.104448,0.101418,-0.155936,0.377951
alpha_loc_287_pop_0,-1.335964,-1.282326,-2.551959,-0.566058
alpha_loc_288_pop_0,-0.559177,-0.709851,-2.348552,0.871423
alpha_loc_289_pop_0,-0.188506,-0.163488,-1.649955,1.077927
alpha_loc_290_pop_0,-0.155883,-0.158800,-0.376479,0.089093
alpha_loc_291_pop_0,0.067082,0.071559,-0.211656,0.320879
alpha_loc_292_pop_0,-0.287473,-0.285280,-0.555378,0.005005
alpha_loc_293_pop_0,-0.012951,-0.025483,-0.336898,0.405032
alpha_loc_294_pop_0,-0.018999,-0.014861,-0.227869,0.169323
alpha_loc_295_pop_0,0.067602,0.074494,-0.191151,0.286308
alpha_loc_296_pop_0,0.025418,0.025840,-0.191935,0.239917
alpha_loc_297_pop_0,-0.118075,-0.119294,-0.330727,0.101791
alpha_loc_298_pop_0,-1.774406,-1.755007,-3.460876,-0.452219
alpha_loc_299_pop_0,0.275436,0.277631,-0.005585,0.518411
alpha_loc_300_pop_0,0.049554,-0.024465,-0.584487,1.121786
alpha_loc_301_pop_0,0.158829,0.139887,-0.295624,0.641656
alpha_loc_302_pop_0,0.046107,0.045180,-0.163290,0.262616
alpha_loc_303_pop_0,-0.013638,-0.022763,-0.207600,0.203452
alpha_loc_304_pop_0,-0.103595,-0.090637,-0.531066,0.246586
alpha_loc_305_pop_0,-0.026811,-0.029570,-0.221857,0.169285
alpha_loc_306_pop_0,-0.058530,-0.080375,-0.741995,0.771158
alpha_loc_307_pop_0,0.044503,0.054088,-0.682909,0.728491
alpha_loc_308_pop_0,-0.023248,-0.022083,-0.234205,0.186906
alpha_loc_309_pop_0,0.000851,-0.000596,-0.209468,0.203594
alpha_loc_310_pop_0,0.027519,0.024848,-0.192688,0.242805
alpha_loc_311_pop_0,-0.042453,-0.046310,-0.247665,0.174912
alpha_loc_312_pop_0,0.000270,0.001708,-0.202257,0.213077
alpha_loc_313_pop_0,-0.005430,0.000155,-0.220748,0.205503
alpha_loc_314_pop_0,-0.051069,-0.073072,-1.020590,1.339805
alpha_loc_315_pop_0,0.162327,0.155942,-0.116932,0.443358
alpha_loc_316_pop_0,0.006326,0.009081,-0.206525,0.210904
alpha_loc_317_pop_0,0.136605,0.135919,-0.128106,0.411614
alpha_loc_318_pop_0,-0.003842,-0.002808,-0.209716,0.189471
alpha_loc_319_pop_0,-0.078075,-0.079207,-0.286827,0.127182
alpha_loc_320_pop_0,0.270479,0.275163,-0.010971,0.542612
alpha_loc_321_pop_0,0.053108,0.044753,-0.512405,0.723410
alpha_loc_322_pop_0,0.025528,0.024562,-0.376243,0.494454
alpha_loc_323_pop_0,-0.021684,-0.020964,-0.229103,0.170952
alpha_loc_324_pop_0,0.022613,0.011853,-0.248230,0.353070
alpha_loc_325_pop_0,-0.220181,-0.100392,-1.538035,0.497595
alpha_loc_326_pop_0,0.000602,-0.003704,-0.243215,0.270474
alpha_loc_327_pop_0,0.757581,0.722442,-0.115952,1.742622
alpha_loc_328_pop_0,0.215794,0.578092,-2.172320,1.646192
alpha_loc_329_pop_0,-0.573233,-0.605555,-0.953806,-0.013147
alpha_loc_330_pop_0,-0.087359,-0.109527,-0.615505,0.540555
alpha_loc_331_pop_0,-0.161648,-0.162845,-0.367711,0.047861
alpha_loc_332_pop_0,-0.029021,-0.022344,-1.105844,0.859519
alpha_loc_333_pop_0,-0.387697,-0.404047,-1.060149,0.303463
alpha_loc_334_pop_0,-0.060505,-0.065998,-0.294956,0.190729
alpha_loc_335_pop_0,-0.395117,-0.400108,-0.567137,-0.200564
alpha_loc_336_pop_0,0.834265,0.796416,-0.386692,2.325169
alpha_loc_337_pop_0,0.779641,0.803148,-0.129966,1.906967
alpha_loc_338_pop_0,0.378685,0.335693,-0.741369,1.704159
alpha_loc_339_pop_0,0.856666,0.820820,-0.615093,2.252028
alpha_loc_340_pop_0,0.645695,0.647764,-0.236375,1.495726
alpha_loc_341_pop_0,-1.759379,-1.748358,-2.874639,-0.663866
alpha_loc_342_pop_0,-1.479161,-1.388791,-2.937869,-0.255000
alpha_loc_343_pop_0,0.469209,0.876556,-1.524247,1.527121
alpha_loc_344_pop_0,0.678513,0.891748,-1.389382,1.563975
alpha_loc_345_pop_0,-0.442083,-0.502161,-1.366866,0.674068
alpha_loc_346_pop_0,0.067801,0.032782,-0.647828,1.031446
alpha_loc_347_pop_0,-0.366872,-0.296400,-1.369790,0.298825
alpha_loc_348_pop_0,0.083786,0.146731,-1.659478,1.469628
alpha_loc_349_pop_0,-0.362732,-0.548045,-1.664496,1.391444
alpha_loc_350_pop_0,-0.183097,-0.312681,-1.659098,1.706377
alpha_loc_351_pop_0,-0.676959,-0.778812,-2.083414,1.227267
alpha_loc_352_pop_0,-0.784581,-0.733373,-2.131620,0.550114
alpha_loc_353_pop_0,-0.699293,-0.668268,-1.814699,0.320728
alpha_loc_354_pop_0,-0.195726,-0.191463,-1.119585,0.648806
alpha_loc_355_pop_0,-0.713171,-0.642067,-2.079522,0.371231
alpha_loc_356_pop_0,0.174840,-0.022630,-0.949968,2.390088
alpha_loc_357_pop_0,-0.177340,-0.080666,-2.014364,1.756216
alpha_loc_358_pop_0,-0.690075,-0.693397,-1.775879,0.259199
alpha_loc_359_pop_0,-0.492813,-0.390205,-2.431536,0.736214
alpha_loc_360_pop_0,-0.397348,-0.414786,-1.482608,0.783385
alpha_loc_361_pop_0,-0.832386,-0.813927,-2.455434,0.459585
alpha_loc_362_pop_0,-0.947521,-0.973205,-2.618487,1.202095
alpha_loc_363_pop_0,-0.706219,-0.627271,-2.410197,0.179174
alpha_loc_364_pop_0,-1.044557,-1.012012,-2.297579,0.278853
alpha_loc_365_pop_0,0.240209,0.299531,-1.536145,2.276548
alpha_loc_366_pop_0,-0.028410,0.091742,-1.919151,1.212777
alpha_loc_367_pop_0,-1.042523,-1.095391,-2.452115,0.859608
alpha_loc_368_pop_0,-0.905689,-0.793522,-3.171821,0.130709
alpha_loc_369_pop_0,-1.010231,-0.937460,-2.654847,0.224401
alpha_loc_370_pop_0,-0.807824,-0.770140,-2.954201,1.226766
alpha_loc_371_pop_0,-1.420059,-1.216147,-3.552860,0.174634
alpha_loc_372_pop_0,0.849281,0.724110,-0.235301,2.726355
alpha_loc_373_pop_0,1.383723,1.266142,-0.317528,3.457752
alpha_loc_374_pop_0,2.886946,2.983679,0.628840,5.025911
alpha_loc_375_pop_0,-0.139666,0.056545,-2.544523,1.724491
alpha_loc_376_pop_0,0.207442,0.314829,-1.502289,1.272919
alpha_loc_377_pop_0,-0.047974,-0.041913,-1.096349,0.983725
alpha_loc_378_pop_0,0.000692,0.199881,-1.260275,1.097694
alpha_loc_379_pop_0,0.467231,0.431417,-0.286488,1.362099
alpha_loc_380_pop_0,0.446930,0.538067,-0.863744,1.382998
alpha_loc_381_pop_0,0.061185,0.079743,-0.807608,0.783965
alpha_loc_382_pop_0,0.002669,0.204826,-1.472511,0.990858
alpha_loc_383_pop_0,0.042884,0.000473,-1.624972,1.484152
alpha_loc_384_pop_0,0.029548,-0.057152,-1.355083,1.852731
alpha_loc_385_pop_0,-0.188864,-0.030230,-1.869982,1.201378
alpha_loc_386_pop_0,-0.657664,-0.644099,-2.337044,0.891230
alpha_loc_387_pop_0,-0.783434,-0.769803,-1.929692,0.423882
