param,mean,median,0.950_CI_LB,0.950_CI_UB
gamma-quantile_param_291,0.543649,0.548397,0.356779,0.705132
gamma-quantile_param_292,0.318870,0.315478,0.162238,0.503271
gamma-quantile_param_293,0.491199,0.484134,0.305112,0.729367
gamma-quantile_param_294,0.491197,0.493322,0.395549,0.576086
gamma-quantile_param_295,0.517975,0.519956,0.448300,0.575089
gamma-quantile_param_296,0.506639,0.506742,0.449334,0.563667
gamma-quantile_param_297,0.468569,0.468407,0.409929,0.527773
gamma-quantile_param_298,0.156911,0.123812,0.011975,0.374900
gamma-quantile_param_299,0.577060,0.577211,0.498494,0.642866
gamma-quantile_param_300,0.511719,0.493264,0.342553,0.784327
gamma-quantile_param_301,0.541818,0.537280,0.421469,0.666680
gamma-quantile_param_302,0.523906,0.523963,0.415528,0.634630
gamma-quantile_param_303,0.492475,0.487921,0.386915,0.604211
gamma-quantile_param_304,0.438933,0.443012,0.204551,0.651588
gamma-quantile_param_305,0.479981,0.478710,0.342695,0.618203
gamma-quantile_param_306,0.458991,0.434376,0.068412,0.953299
gamma-quantile_param_307,0.529408,0.544361,0.077978,0.929181
gamma-quantile_param_308,0.479600,0.480306,0.301973,0.663823
gamma-quantile_param_309,0.500385,0.499460,0.318962,0.673588
gamma-quantile_param_310,0.524204,0.522433,0.325223,0.713296
gamma-quantile_param_311,0.462831,0.457806,0.287922,0.654306
gamma-quantile_param_312,0.499649,0.501427,0.329103,0.672360
gamma-quantile_param_313,0.496274,0.500109,0.342783,0.646707
gamma-quantile_param_314,0.464628,0.454724,0.045768,0.986299
gamma-quantile_param_315,0.597676,0.597275,0.422644,0.755114
gamma-quantile_param_316,0.504149,0.506414,0.349518,0.651976
gamma-quantile_param_317,0.598266,0.602558,0.404474,0.779539
gamma-quantile_param_318,0.496965,0.497986,0.342737,0.640924
gamma-quantile_param_319,0.445590,0.443885,0.300157,0.587134
gamma-quantile_param_320,0.664526,0.670590,0.493151,0.813020
gamma-quantile_param_321,0.527016,0.524681,0.242691,0.842868
gamma-quantile_param_322,0.512277,0.514159,0.291235,0.757074
gamma-quantile_param_323,0.488176,0.489079,0.377646,0.592906
gamma-quantile_param_324,0.511876,0.506269,0.368220,0.683736
gamma-quantile_param_325,0.415124,0.444519,0.018473,0.740591
gamma-quantile_param_326,0.500088,0.498445,0.392864,0.611472
gamma-quantile_param_327,0.771502,0.796930,0.445462,0.973903
gamma-quantile_param_328,0.594912,0.771854,0.001497,0.981707
gamma-quantile_param_329,0.204381,0.178775,0.066031,0.491278
gamma-quantile_param_330,0.448518,0.429057,0.161509,0.808568
gamma-quantile_param_331,0.398707,0.397357,0.273121,0.529907
gamma-quantile_param_332,0.488906,0.486118,0.060629,0.909237
gamma-quantile_param_333,0.307548,0.274187,0.060166,0.679697
gamma-quantile_param_334,0.471582,0.469495,0.363143,0.588227
gamma-quantile_param_335,0.391299,0.390553,0.339135,0.446290
gamma-quantile_param_336,0.786114,0.849659,0.300433,0.997208
gamma-quantile_param_337,0.828577,0.898301,0.417233,0.997957
gamma-quantile_param_338,0.659472,0.705998,0.103879,0.995620
gamma-quantile_param_339,0.812976,0.894189,0.180228,0.999595
gamma-quantile_param_340,0.799241,0.837621,0.363937,0.987469
gamma-quantile_param_341,0.139547,0.124401,0.028725,0.333220
gamma-quantile_param_342,0.188864,0.184475,0.025764,0.431391
gamma-quantile_param_343,0.695181,0.890145,0.021912,0.986297
gamma-quantile_param_344,0.770439,0.890388,0.033712,0.987676
gamma-quantile_param_345,0.294980,0.210572,0.015421,0.883582
gamma-quantile_param_346,0.529788,0.521874,0.151820,0.958464
gamma-quantile_param_347,0.325409,0.324518,0.020147,0.673017
gamma-quantile_param_348,0.539563,0.564750,0.041242,0.942733
gamma-quantile_param_349,0.345625,0.207802,0.007410,0.972680
gamma-quantile_param_350,0.410626,0.326177,0.005666,0.990294
gamma-quantile_param_351,0.262942,0.135920,0.001543,0.947315
gamma-quantile_param_352,0.226667,0.152138,0.000720,0.769264
gamma-quantile_param_353,0.224255,0.184708,0.004715,0.672982
gamma-quantile_param_354,0.440202,0.436909,0.185607,0.709361
gamma-quantile_param_355,0.312410,0.310887,0.057811,0.606708
gamma-quantile_param_356,0.530776,0.492308,0.191029,0.974015
gamma-quantile_param_357,0.454055,0.468528,0.020033,0.951872
gamma-quantile_param_358,0.253062,0.219505,0.021214,0.620903
gamma-quantile_param_359,0.353610,0.326765,0.001438,0.805451
gamma-quantile_param_360,0.330542,0.271669,0.018661,0.876315
gamma-quantile_param_361,0.244358,0.120198,0.000327,0.748104
gamma-quantile_param_362,0.200212,0.130311,0.001524,0.911410
gamma-quantile_param_363,0.261737,0.255521,0.005628,0.575329
gamma-quantile_param_364,0.192560,0.160107,0.009080,0.606049
gamma-quantile_param_365,0.556442,0.593217,0.114486,0.959770
gamma-quantile_param_366,0.505961,0.533962,0.041080,0.888499
gamma-quantile_param_367,0.191315,0.121953,0.003104,0.810415
gamma-quantile_param_368,0.234096,0.200480,0.000282,0.552639
gamma-quantile_param_369,0.194760,0.111793,0.000645,0.614170
gamma-quantile_param_370,0.260086,0.162137,0.000161,0.948681
gamma-quantile_param_371,0.191085,0.174687,0.003199,0.550652
gamma-quantile_param_372,0.688214,0.685667,0.436485,0.956495
gamma-quantile_param_373,0.775508,0.798030,0.409422,0.987216
gamma-quantile_param_374,0.936955,0.980128,0.682766,0.999759
gamma-quantile_param_375,0.479020,0.515255,0.041727,0.881906
gamma-quantile_param_376,0.633462,0.732040,0.003381,0.991222
gamma-quantile_param_377,0.476427,0.467866,0.021997,0.970267
gamma-quantile_param_378,0.528794,0.657165,0.009301,0.985261
gamma-quantile_param_379,0.747330,0.800399,0.294325,0.996307
gamma-quantile_param_380,0.728641,0.843288,0.059727,0.996634
gamma-quantile_param_381,0.542829,0.560528,0.084530,0.918493
gamma-quantile_param_382,0.543825,0.635909,0.007307,0.964540
gamma-quantile_param_383,0.525598,0.500292,0.006834,0.993900
gamma-quantile_param_384,0.492963,0.465327,0.025746,0.997597
gamma-quantile_param_385,0.452163,0.485800,0.018207,0.926912
gamma-quantile_param_386,0.268227,0.179025,0.000571,0.916062
gamma-quantile_param_387,0.199488,0.121688,0.003001,0.741997
gamma-quantile_param_388,0.209397,0.137813,0.000952,0.898430
gamma-quantile_param_389,0.393469,0.353591,0.022530,0.930216
gamma-quantile_param_390,0.177861,0.102024,0.004052,0.788121
gamma-quantile_param_391,0.252309,0.142795,0.000419,0.951655
gamma-quantile_param_392,0.348763,0.328618,0.004280,0.923043
gamma-quantile_param_393,0.213079,0.170547,0.003802,0.726803
gamma-quantile_param_394,0.479853,0.418292,0.117168,0.936022
gamma-quantile_param_395,0.549159,0.560344,0.097577,0.931904
gamma-quantile_param_396,0.486009,0.491087,0.028506,0.938287
gamma-quantile_param_397,0.647745,0.802031,0.032312,0.985724
gamma-quantile_param_398,0.227614,0.139309,0.004668,0.744599
gamma-quantile_param_399,0.146593,0.071084,0.001196,0.870728
gamma-quantile_param_400,0.184876,0.096202,0.002410,0.779124
gamma-quantile_param_401,0.551326,0.562397,0.040048,0.946333
gamma-quantile_param_402,0.378058,0.357130,0.012942,0.930548
gamma-quantile_param_403,0.536133,0.545417,0.024157,0.999717
gamma-quantile_param_404,0.579570,0.609433,0.131433,0.967460
gamma-quantile_param_405,0.361252,0.302692,0.026583,0.882590
gamma-quantile_param_406,0.534174,0.518923,0.033732,0.977686
gamma-quantile_param_407,0.622358,0.657274,0.105249,0.991819
gamma-quantile_param_408,0.397878,0.376777,0.010412,0.995128
gamma-quantile_param_409,0.558092,0.630614,0.010408,0.996279
gamma-quantile_param_410,0.524903,0.586010,0.021656,0.981749
gamma-quantile_param_411,0.762530,0.823690,0.162704,0.997768
gamma-quantile_param_412,0.783353,0.865861,0.227107,0.997587
gamma-quantile_param_413,0.187855,0.101986,0.003193,0.722215
gamma-quantile_param_414,0.287397,0.170940,0.002043,0.896456
gamma-quantile_param_415,0.571032,0.579881,0.225234,0.944692
gamma-quantile_param_416,0.695560,0.658358,0.287146,0.995226
gamma-quantile_param_417,0.683383,0.672429,0.387027,0.955773
gamma-quantile_param_418,0.529636,0.510228,0.240706,0.862558
gamma-quantile_param_419,0.478072,0.506502,0.049612,0.830349
gamma-quantile_param_420,0.456272,0.442796,0.009909,0.939854
gamma-quantile_param_421,0.556415,0.550147,0.108452,0.942188
gamma-quantile_param_422,0.659141,0.657129,0.269490,0.985468
gamma-quantile_param_423,0.774816,0.845571,0.405528,0.994756
gamma-quantile_param_424,0.363639,0.385390,0.079136,0.620500
gamma-quantile_param_425,0.805241,0.859955,0.508405,0.978044
gamma-quantile_param_426,0.925760,0.933594,0.802441,0.988284
gamma-quantile_param_427,0.739488,0.766370,0.401123,0.938828
gamma-quantile_param_428,0.366527,0.359630,0.086136,0.632078
gamma-quantile_param_429,0.538690,0.565844,0.107849,0.828670
gamma-quantile_param_430,0.545060,0.543301,0.465948,0.622433
gamma-quantile_param_431,0.160628,0.124855,0.018826,0.533055
gamma-quantile_param_432,0.232581,0.209698,0.010662,0.559612
gamma-quantile_param_433,0.105008,0.085304,0.006634,0.293650
gamma-quantile_param_434,0.077775,0.044172,0.001614,0.351333
