param,mean,median,0.950_CI_LB,0.950_CI_UB
zeta-quantile_param_59,0.086644,0.056873,0.016354,0.408055
zeta-quantile_param_60,0.658457,0.632039,0.397374,0.924497
zeta-quantile_param_61,0.753702,0.780912,0.487899,0.964630
zeta-quantile_param_62,0.273993,0.244621,0.125415,0.494764
zeta-quantile_param_63,0.590218,0.557571,0.395032,0.851203
zeta-quantile_param_64,0.181129,0.182649,0.028198,0.377478
zeta-quantile_param_65,0.707072,0.744560,0.333259,0.874186
zeta-quantile_param_66,0.608467,0.628452,0.388160,0.788996
zeta-quantile_param_67,0.632323,0.632044,0.454626,0.783862
zeta-quantile_param_68,0.854560,0.902887,0.670716,0.967032
zeta-quantile_param_69,0.238313,0.118666,0.030666,0.664550
zeta-quantile_param_70,0.420813,0.437638,0.210171,0.597152
zeta-quantile_param_71,0.577042,0.572043,0.391913,0.778569
zeta-quantile_param_72,0.595229,0.578368,0.371319,0.870300
zeta-quantile_param_73,0.879804,0.883849,0.805233,0.937053
zeta-quantile_param_74,0.941967,0.954342,0.823475,0.982254
zeta-quantile_param_75,0.048587,0.032618,0.005831,0.147397
zeta-quantile_param_76,0.005144,0.000733,0.000003,0.039067
zeta-quantile_param_77,0.138182,0.135029,0.066080,0.211099
zeta-quantile_param_78,0.525390,0.517155,0.410447,0.664092
zeta-quantile_param_79,0.520698,0.479907,0.368638,0.742958
zeta-quantile_param_80,0.114936,0.106068,0.049350,0.210421
zeta-quantile_param_81,0.635912,0.661462,0.290789,0.933427
zeta-quantile_param_82,0.090537,0.075943,0.010530,0.233358
zeta-quantile_param_83,0.275139,0.244439,0.054761,0.603845
zeta-quantile_param_84,0.794319,0.841729,0.437132,0.988389
zeta-quantile_param_85,0.554110,0.553984,0.357102,0.780723
zeta-quantile_param_86,0.478956,0.466486,0.369058,0.644417
zeta-quantile_param_87,0.584759,0.598910,0.441327,0.714160
zeta-quantile_param_88,0.868539,0.873540,0.794995,0.924278
zeta-quantile_param_89,0.232588,0.180459,0.059632,0.549795
zeta-quantile_param_90,0.548128,0.565637,0.361984,0.705685
zeta-quantile_param_91,0.561764,0.533513,0.397165,0.781122
zeta-quantile_param_92,0.094441,0.075617,0.021101,0.210834
zeta-quantile_param_93,0.654562,0.641495,0.462601,0.870715
zeta-quantile_param_94,0.227129,0.226109,0.084062,0.392249
zeta-quantile_param_95,0.920008,0.935402,0.781188,0.979726
zeta-quantile_param_96,0.761967,0.780464,0.598277,0.880016
zeta-quantile_param_97,0.428832,0.426886,0.375115,0.496529
zeta-quantile_param_98,0.874855,0.884612,0.765550,0.940335
zeta-quantile_param_99,0.146492,0.107073,0.019668,0.337308
zeta-quantile_param_100,0.529287,0.532730,0.400243,0.652337
zeta-quantile_param_101,0.112835,0.104279,0.039487,0.239259
zeta-quantile_param_102,0.461058,0.446655,0.335959,0.685048
zeta-quantile_param_103,0.398560,0.422249,0.036055,0.715900
zeta-quantile_param_104,0.615296,0.617771,0.457212,0.762608
zeta-quantile_param_105,0.455142,0.443166,0.349628,0.641077
zeta-quantile_param_106,0.668593,0.666711,0.448620,0.817796
zeta-quantile_param_107,0.013776,0.011817,0.001761,0.038949
zeta-quantile_param_108,0.100804,0.098437,0.039711,0.177246
zeta-quantile_param_109,0.726681,0.734606,0.498657,0.936067
zeta-quantile_param_110,0.478934,0.511344,0.005557,0.826307
zeta-quantile_param_111,0.772566,0.771334,0.482992,0.979797
zeta-quantile_param_112,0.714365,0.703019,0.571652,0.867524
zeta-quantile_param_113,0.755497,0.768894,0.589320,0.877046
zeta-quantile_param_114,0.610156,0.562788,0.378742,0.872989
zeta-quantile_param_115,0.135285,0.098483,0.021532,0.289486
zeta-quantile_param_116,0.633089,0.639885,0.370120,0.902765
zeta-quantile_param_117,0.081233,0.063321,0.016034,0.178861
zeta-quantile_param_118,0.179323,0.172655,0.096470,0.281302
zeta-quantile_param_119,0.453498,0.461172,0.299489,0.538505
zeta-quantile_param_120,0.109391,0.096259,0.054926,0.215245
zeta-quantile_param_121,0.286701,0.275701,0.148926,0.467702
zeta-quantile_param_122,0.439553,0.434514,0.345678,0.565779
zeta-quantile_param_123,0.095337,0.093023,0.024251,0.194196
zeta-quantile_param_124,0.157339,0.157077,0.069106,0.241983
zeta-quantile_param_125,0.700996,0.703324,0.532542,0.842237
zeta-quantile_param_126,0.686238,0.699933,0.497459,0.840696
zeta-quantile_param_127,0.533771,0.529977,0.402610,0.672745
zeta-quantile_param_128,0.769578,0.762962,0.571535,0.952618
zeta-quantile_param_129,0.697090,0.731332,0.502007,0.812422
zeta-quantile_param_130,0.590267,0.579924,0.496912,0.752039
zeta-quantile_param_131,0.143463,0.143785,0.022227,0.238000
zeta-quantile_param_132,0.855331,0.880316,0.709997,0.935922
zeta-quantile_param_133,0.649156,0.627146,0.488593,0.846050
zeta-quantile_param_134,0.380037,0.376490,0.182527,0.635742
zeta-quantile_param_135,0.849664,0.868485,0.674821,0.942323
zeta-quantile_param_136,0.681315,0.664739,0.530954,0.865729
zeta-quantile_param_137,0.872918,0.903238,0.637587,0.963009
zeta-quantile_param_138,0.581611,0.569098,0.390066,0.862804
zeta-quantile_param_139,0.668442,0.671545,0.503707,0.815666
zeta-quantile_param_140,0.882294,0.902997,0.685412,0.991937
zeta-quantile_param_141,0.597883,0.573920,0.359920,0.909885
zeta-quantile_param_142,0.541819,0.555060,0.379181,0.707230
zeta-quantile_param_143,0.152259,0.146090,0.074861,0.254395
zeta-quantile_param_144,0.730032,0.757475,0.449417,0.875145
zeta-quantile_param_145,0.576447,0.567974,0.459191,0.745599
zeta-quantile_param_146,0.773541,0.790248,0.535133,0.939926
zeta-quantile_param_147,0.732943,0.746480,0.525676,0.900655
zeta-quantile_param_148,0.322399,0.290574,0.105414,0.592234
zeta-quantile_param_149,0.875285,0.913246,0.625566,0.977474
zeta-quantile_param_150,0.780179,0.819448,0.429736,0.980447
zeta-quantile_param_151,0.579793,0.577866,0.418182,0.796583
zeta-quantile_param_152,0.155913,0.148313,0.057111,0.306763
zeta-quantile_param_153,0.726947,0.725112,0.563479,0.868574
zeta-quantile_param_154,0.679111,0.669246,0.430256,0.858230
zeta-quantile_param_155,0.553808,0.550745,0.428535,0.710044
zeta-quantile_param_156,0.555587,0.540457,0.453532,0.720044
zeta-quantile_param_157,0.669482,0.664920,0.468431,0.852093
zeta-quantile_param_158,0.794094,0.821445,0.544361,0.912866
zeta-quantile_param_159,0.815955,0.818184,0.662876,0.934680
zeta-quantile_param_160,0.915526,0.944795,0.756143,0.992336
zeta-quantile_param_161,0.828959,0.811636,0.699178,0.965565
zeta-quantile_param_162,0.470158,0.453977,0.337608,0.655751
zeta-quantile_param_163,0.461938,0.455670,0.381346,0.559504
zeta-quantile_param_164,0.105982,0.100476,0.005151,0.225062
zeta-quantile_param_165,0.581313,0.561856,0.479004,0.773231
zeta-quantile_param_166,0.590137,0.544470,0.406069,0.830169
zeta-quantile_param_167,0.596222,0.590364,0.418530,0.783417
zeta-quantile_param_168,0.646271,0.642802,0.506295,0.793541
zeta-quantile_param_169,0.644078,0.632867,0.554223,0.743916
zeta-quantile_param_170,0.590568,0.573259,0.430816,0.891891
zeta-quantile_param_171,0.710977,0.716965,0.501287,0.879441
zeta-quantile_param_172,0.512276,0.522394,0.352397,0.670301
zeta-quantile_param_173,0.805411,0.839227,0.503827,0.968786
zeta-quantile_param_174,0.954848,0.985060,0.806670,0.999245
zeta-quantile_param_175,0.961602,0.981229,0.829944,0.996511
zeta-quantile_param_176,0.840205,0.837871,0.651589,0.962134
zeta-quantile_param_177,0.940887,0.930327,0.861032,0.998664
zeta-quantile_param_178,0.649071,0.663002,0.474279,0.760597
zeta-quantile_param_179,0.545348,0.544666,0.419097,0.657624
zeta-quantile_param_180,0.472205,0.470473,0.396260,0.569014
zeta-quantile_param_181,0.631336,0.658373,0.407670,0.884870
zeta-quantile_param_182,0.867185,0.882677,0.677308,0.991442
zeta-quantile_param_183,0.572145,0.561767,0.424941,0.789604
zeta-quantile_param_184,0.709291,0.685642,0.488927,0.949331
zeta-quantile_param_185,0.855719,0.867241,0.716619,0.951993
zeta-quantile_param_186,0.511569,0.517188,0.244519,0.926199
zeta-quantile_param_187,0.746028,0.771597,0.537516,0.872466
zeta-quantile_param_188,0.066673,0.057372,0.018017,0.190697
zeta-quantile_param_189,0.339957,0.324974,0.187578,0.540290
zeta-quantile_param_190,0.499391,0.503332,0.398386,0.571772
zeta-quantile_param_191,0.599046,0.587269,0.486064,0.728467
zeta-quantile_param_192,0.743568,0.763001,0.554202,0.858088
zeta-quantile_param_193,0.811132,0.803860,0.607902,0.961549
zeta-quantile_param_194,0.882173,0.974282,0.571210,0.998935
zeta-quantile_param_195,0.967285,0.979020,0.865620,0.998217
zeta-quantile_param_196,0.816722,0.806491,0.684964,0.949144
zeta-quantile_param_197,0.226581,0.188545,0.078177,0.462250
zeta-quantile_param_198,0.653132,0.659467,0.400172,0.869245
zeta-quantile_param_199,0.728099,0.760670,0.308966,0.997169
zeta-quantile_param_200,0.887983,0.987686,0.256855,0.999596
zeta-quantile_param_201,0.822287,0.856764,0.514570,0.977950
zeta-quantile_param_202,0.909429,0.946545,0.641488,0.999659
zeta-quantile_param_203,0.937410,0.976583,0.666002,0.999463
zeta-quantile_param_204,0.481270,0.565599,0.036144,0.888687
zeta-quantile_param_205,0.820142,0.842030,0.535871,0.966974
zeta-quantile_param_206,0.920712,0.951055,0.661331,0.997710
zeta-quantile_param_207,0.884464,0.893571,0.679127,0.994602
zeta-quantile_param_208,0.909320,0.918659,0.741691,0.995822
zeta-quantile_param_209,0.874545,0.889547,0.692915,0.978546
zeta-quantile_param_210,0.906757,0.922316,0.713603,0.997359
zeta-quantile_param_211,0.923918,0.952823,0.575167,0.996620
zeta-quantile_param_212,0.874814,0.902173,0.670726,0.989960
zeta-quantile_param_213,0.543055,0.539045,0.318521,0.755787
zeta-quantile_param_214,0.811367,0.819413,0.588288,0.965858
zeta-quantile_param_215,0.756031,0.795982,0.377887,0.979361
zeta-quantile_param_216,0.697344,0.690106,0.383935,0.966697
zeta-quantile_param_217,0.753119,0.741843,0.512636,0.952867
zeta-quantile_param_218,0.672015,0.674842,0.520687,0.812656
zeta-quantile_param_219,0.681646,0.657706,0.520214,0.863391
zeta-quantile_param_220,0.734777,0.754306,0.501940,0.840131
zeta-quantile_param_221,0.653348,0.669841,0.432389,0.791516
zeta-quantile_param_222,0.163961,0.152201,0.034633,0.345987
zeta-quantile_param_223,0.804840,0.822769,0.633265,0.914280
zeta-quantile_param_224,0.869853,0.885118,0.650267,0.976391
zeta-quantile_param_225,0.859912,0.901128,0.624314,0.980543
zeta-quantile_param_226,0.832951,0.820496,0.652212,0.993094
zeta-quantile_param_227,0.932350,0.961835,0.671227,0.997407
zeta-quantile_param_228,0.746946,0.745472,0.617341,0.892450
zeta-quantile_param_229,0.775326,0.788383,0.626674,0.887739
zeta-quantile_param_230,0.812442,0.816834,0.662654,0.944175
zeta-quantile_param_231,0.680532,0.678268,0.560749,0.802944
zeta-quantile_param_232,0.493204,0.495246,0.310576,0.689567
zeta-quantile_param_233,0.074283,0.047762,0.010418,0.273789
zeta-quantile_param_234,0.601189,0.599585,0.446286,0.737627
zeta-quantile_param_235,0.630069,0.633716,0.510437,0.738488
zeta-quantile_param_236,0.530422,0.529864,0.433550,0.643200
zeta-quantile_param_237,0.646115,0.637987,0.524663,0.796690
zeta-quantile_param_238,0.602079,0.601109,0.509553,0.708422
zeta-quantile_param_239,0.819554,0.846739,0.544794,0.939577
zeta-quantile_param_240,0.746435,0.738929,0.569293,0.916113
zeta-quantile_param_241,0.597677,0.587722,0.458282,0.757907
zeta-quantile_param_242,0.761051,0.798817,0.477255,0.951172
zeta-quantile_param_243,0.053317,0.053301,0.026177,0.085253
zeta-quantile_param_244,0.048753,0.048215,0.014910,0.088531
zeta-quantile_param_245,0.785438,0.782435,0.662200,0.910160
zeta-quantile_param_246,0.836412,0.858172,0.587497,0.943496
zeta-quantile_param_247,0.600092,0.597009,0.444527,0.723153
zeta-quantile_param_248,0.600717,0.609778,0.387138,0.829191
zeta-quantile_param_249,0.799100,0.781875,0.646531,0.966698
zeta-quantile_param_250,0.692713,0.750476,0.387496,0.928219
zeta-quantile_param_251,0.717436,0.699753,0.504078,0.934496
zeta-quantile_param_252,0.661517,0.682983,0.298861,0.920835
zeta-quantile_param_253,0.723720,0.748671,0.455147,0.892434
zeta-quantile_param_254,0.696438,0.677032,0.587073,0.848505
zeta-quantile_param_255,0.612767,0.619878,0.436746,0.768093
zeta-quantile_param_256,0.316793,0.336820,0.086361,0.471267
zeta-quantile_param_257,0.591454,0.593354,0.363830,0.764864
zeta-quantile_param_258,0.541720,0.492289,0.348535,0.870620
zeta-quantile_param_259,0.747099,0.703990,0.553298,0.986480
zeta-quantile_param_260,0.879066,0.935653,0.545076,0.989772
zeta-quantile_param_261,0.694240,0.677598,0.384631,0.932703
zeta-quantile_param_262,0.501277,0.502356,0.362477,0.644316
zeta-quantile_param_263,0.649801,0.627212,0.390810,0.891611
zeta-quantile_param_264,0.687952,0.678370,0.592340,0.805501
zeta-quantile_param_265,0.686353,0.685638,0.575527,0.806439
zeta-quantile_param_266,0.634239,0.642944,0.498001,0.758095
zeta-quantile_param_267,0.746416,0.759020,0.539673,0.881788
zeta-quantile_param_268,0.867449,0.922764,0.592932,0.965381
zeta-quantile_param_269,0.829668,0.837171,0.614447,0.978350
zeta-quantile_param_270,0.739380,0.732009,0.573965,0.913195
zeta-quantile_param_271,0.247996,0.246695,0.144971,0.356559
zeta-quantile_param_272,0.809615,0.823296,0.620638,0.934683
zeta-quantile_param_273,0.799734,0.809520,0.634543,0.945521
zeta-quantile_param_274,0.777292,0.781470,0.640937,0.888332
zeta-quantile_param_275,0.788030,0.801990,0.538232,0.957482
zeta-quantile_param_276,0.906679,0.928923,0.680403,0.999225
zeta-quantile_param_277,0.778753,0.850969,0.340291,0.964568
zeta-quantile_param_278,0.892492,0.930535,0.655468,0.998261
zeta-quantile_param_279,0.833202,0.888044,0.447107,0.976629
zeta-quantile_param_280,0.159310,0.170034,0.032455,0.256774
zeta-quantile_param_281,0.737954,0.744259,0.567436,0.828829
zeta-quantile_param_282,0.721854,0.751005,0.471413,0.863094
zeta-quantile_param_283,0.765319,0.767027,0.649996,0.871219
zeta-quantile_param_284,0.741418,0.720223,0.598547,0.933359
zeta-quantile_param_285,0.554199,0.548378,0.432628,0.740860
zeta-quantile_param_286,0.639921,0.634565,0.553149,0.750900
zeta-quantile_param_287,0.741259,0.744468,0.502479,0.933924
zeta-quantile_param_288,0.168927,0.129734,0.007283,0.509251
zeta-quantile_param_289,0.398902,0.397597,0.152992,0.656495
zeta-quantile_param_290,0.756043,0.765748,0.577046,0.880952
zeta-quantile_param_291,0.793185,0.797116,0.588143,0.953610
zeta-quantile_param_292,0.774910,0.781940,0.510082,0.936677
zeta-quantile_param_293,0.888816,0.903120,0.760932,0.975280
zeta-quantile_param_294,0.753523,0.750332,0.632113,0.898936
zeta-quantile_param_295,0.531665,0.530831,0.431572,0.645665
zeta-quantile_param_296,0.703886,0.697390,0.594596,0.820439
zeta-quantile_param_297,0.653458,0.639492,0.566780,0.765400
zeta-quantile_param_298,0.769938,0.773752,0.615523,0.900778
zeta-quantile_param_299,0.546852,0.552646,0.416377,0.666835
zeta-quantile_param_300,0.611844,0.618314,0.413841,0.792166
zeta-quantile_param_301,0.490486,0.471157,0.401023,0.678616
zeta-quantile_param_302,0.726122,0.728014,0.516370,0.897066
zeta-quantile_param_303,0.793266,0.808439,0.640326,0.896328
zeta-quantile_param_304,0.817655,0.916034,0.305581,0.989132
zeta-quantile_param_305,0.868175,0.876727,0.737843,0.966190
zeta-quantile_param_306,0.816427,0.845063,0.457345,0.993845
zeta-quantile_param_307,0.940036,0.978810,0.735513,0.999979
zeta-quantile_param_308,0.924660,0.943096,0.761974,0.998412
zeta-quantile_param_309,0.909703,0.924363,0.770754,0.989001
zeta-quantile_param_310,0.911439,0.924772,0.755382,0.988016
zeta-quantile_param_311,0.887985,0.908605,0.705923,0.983498
zeta-quantile_param_312,0.886360,0.907989,0.698793,0.996622
zeta-quantile_param_313,0.834171,0.823705,0.657657,0.990258
zeta-quantile_param_314,0.732165,0.722902,0.291219,0.996663
zeta-quantile_param_315,0.739983,0.751601,0.451240,0.928879
zeta-quantile_param_316,0.882017,0.898278,0.681050,0.989735
zeta-quantile_param_317,0.892482,0.914044,0.685834,0.983935
zeta-quantile_param_318,0.880280,0.898906,0.682272,0.978533
zeta-quantile_param_319,0.867240,0.883732,0.683051,0.970487
zeta-quantile_param_320,0.830711,0.837441,0.637645,0.956206
zeta-quantile_param_321,0.667778,0.669681,0.288121,0.982313
zeta-quantile_param_322,0.886880,0.880695,0.698376,0.994724
zeta-quantile_param_323,0.766729,0.773268,0.643416,0.891208
zeta-quantile_param_324,0.701189,0.687247,0.495715,0.932584
zeta-quantile_param_325,0.680164,0.662526,0.427263,0.945155
zeta-quantile_param_326,0.685658,0.692973,0.479183,0.852369
zeta-quantile_param_327,0.892426,0.916174,0.659881,0.971709
zeta-quantile_param_328,0.757429,0.769846,0.441392,0.970418
zeta-quantile_param_329,0.899121,0.925371,0.684186,0.992307
zeta-quantile_param_330,0.900057,0.950154,0.615039,0.993607
zeta-quantile_param_331,0.853214,0.857801,0.668375,0.983493
zeta-quantile_param_332,0.877254,0.968291,0.373566,0.997173
zeta-quantile_param_333,0.979262,0.980896,0.941321,0.997371
zeta-quantile_param_334,0.770323,0.758418,0.620228,0.953604
zeta-quantile_param_335,0.679885,0.672701,0.574423,0.793161
zeta-quantile_param_336,0.920437,0.960628,0.687055,0.996762
zeta-quantile_param_337,0.926878,0.977370,0.679454,0.999582
zeta-quantile_param_338,0.984151,0.995071,0.802607,0.999863
zeta-quantile_param_339,0.859011,0.859372,0.689868,0.989602
zeta-quantile_param_340,0.930705,0.962525,0.682449,0.999933
zeta-quantile_param_341,0.564588,0.590060,0.277998,0.899201
zeta-quantile_param_342,0.280138,0.301765,0.089188,0.504091
zeta-quantile_param_343,0.032589,0.016060,0.000451,0.133566
zeta-quantile_param_344,0.048689,0.031499,0.000996,0.166522
zeta-quantile_param_345,0.081055,0.024860,0.001382,0.411163
zeta-quantile_param_346,0.688542,0.738821,0.285358,0.964565
zeta-quantile_param_347,0.456672,0.401554,0.221868,0.858847
zeta-quantile_param_348,0.799848,0.874122,0.433049,0.989103
zeta-quantile_param_349,0.016128,0.005333,0.000452,0.082802
zeta-quantile_param_350,0.012569,0.005822,0.000585,0.054559
zeta-quantile_param_351,0.061574,0.037934,0.000392,0.280786
zeta-quantile_param_352,0.066884,0.016856,0.002390,0.352907
zeta-quantile_param_353,0.143944,0.096511,0.000091,0.479997
zeta-quantile_param_354,0.590492,0.586581,0.422232,0.769745
zeta-quantile_param_355,0.089033,0.089327,0.017776,0.159810
zeta-quantile_param_356,0.570785,0.508684,0.360311,0.932812
zeta-quantile_param_357,0.586684,0.536091,0.096873,0.932807
zeta-quantile_param_358,0.116100,0.134348,0.000318,0.275508
zeta-quantile_param_359,0.331279,0.362517,0.007083,0.685137
zeta-quantile_param_360,0.569827,0.578888,0.201712,0.953607
zeta-quantile_param_361,0.380576,0.462619,0.034272,0.663146
zeta-quantile_param_362,0.264936,0.193237,0.056737,0.670510
zeta-quantile_param_363,0.238363,0.164088,0.007470,0.583197
zeta-quantile_param_364,0.453641,0.444227,0.074714,0.752762
zeta-quantile_param_365,0.613135,0.636208,0.338591,0.854179
zeta-quantile_param_366,0.073588,0.066303,0.014343,0.200559
zeta-quantile_param_367,0.114267,0.095108,0.007371,0.300344
zeta-quantile_param_368,0.149000,0.074363,0.025624,0.562287
zeta-quantile_param_369,0.443012,0.423523,0.172083,0.708849
zeta-quantile_param_370,0.732507,0.784685,0.340345,0.886663
zeta-quantile_param_371,0.243782,0.232970,0.074109,0.500577
zeta-quantile_param_372,0.560916,0.540312,0.408565,0.742986
zeta-quantile_param_373,0.927035,0.939013,0.817080,0.995106
zeta-quantile_param_374,0.597220,0.599469,0.357194,0.815908
zeta-quantile_param_375,0.797504,0.814985,0.564334,0.957797
zeta-quantile_param_376,0.497086,0.513912,0.213582,0.801610
zeta-quantile_param_377,0.239175,0.158001,0.002952,0.816652
zeta-quantile_param_378,0.327203,0.319039,0.034713,0.704256
zeta-quantile_param_379,0.736931,0.754854,0.465156,0.930480
zeta-quantile_param_380,0.597649,0.602826,0.242595,0.931066
zeta-quantile_param_381,0.459282,0.453891,0.212831,0.786329
zeta-quantile_param_382,0.501716,0.553061,0.106813,0.933152
zeta-quantile_param_383,0.295849,0.240382,0.005364,0.817970
zeta-quantile_param_384,0.589047,0.608250,0.173236,0.943008
zeta-quantile_param_385,0.524953,0.595064,0.100613,0.822463
zeta-quantile_param_386,0.132229,0.099433,0.003343,0.443621
zeta-quantile_param_387,0.052998,0.019162,0.000316,0.261195
zeta-quantile_param_388,0.041221,0.023546,0.002537,0.189905
zeta-quantile_param_389,0.399697,0.379793,0.159504,0.721681
zeta-quantile_param_390,0.103552,0.089123,0.010460,0.278178
zeta-quantile_param_391,0.239097,0.048931,0.001669,0.833292
zeta-quantile_param_392,0.335320,0.352338,0.053351,0.665107
zeta-quantile_param_393,0.087230,0.073637,0.007806,0.248692
zeta-quantile_param_394,0.559253,0.504741,0.277487,0.945972
zeta-quantile_param_395,0.622756,0.624907,0.251106,0.966645
zeta-quantile_param_396,0.559760,0.563776,0.319758,0.805738
zeta-quantile_param_397,0.137147,0.106352,0.008137,0.341494
zeta-quantile_param_398,0.342337,0.275793,0.008180,0.784477
zeta-quantile_param_399,0.169983,0.157051,0.009265,0.411585
zeta-quantile_param_400,0.354741,0.315873,0.006353,0.875111
zeta-quantile_param_401,0.513106,0.507274,0.113058,0.937230
zeta-quantile_param_402,0.542928,0.534731,0.260837,0.851428
zeta-quantile_param_403,0.892950,0.911602,0.735607,0.990959
zeta-quantile_param_404,0.793431,0.806701,0.409925,0.989369
zeta-quantile_param_405,0.605193,0.511179,0.229913,0.992543
zeta-quantile_param_406,0.655694,0.667700,0.280552,0.910537
zeta-quantile_param_407,0.644436,0.726663,0.090926,0.907755
zeta-quantile_param_408,0.561819,0.591466,0.250687,0.796801
zeta-quantile_param_409,0.609867,0.626806,0.271224,0.886110
zeta-quantile_param_410,0.380893,0.217283,0.007156,0.952830
zeta-quantile_param_411,0.803136,0.870276,0.325346,0.992170
zeta-quantile_param_412,0.759309,0.795559,0.337189,0.973843
zeta-quantile_param_413,0.091246,0.050402,0.006290,0.296557
zeta-quantile_param_414,0.381311,0.283449,0.143146,0.825408
zeta-quantile_param_415,0.760693,0.760168,0.515375,0.959215
zeta-quantile_param_416,0.600069,0.593508,0.388900,0.786019
zeta-quantile_param_417,0.747576,0.749278,0.555422,0.899450
zeta-quantile_param_418,0.600399,0.614131,0.407972,0.742022
zeta-quantile_param_419,0.808086,0.805183,0.674677,0.917866
zeta-quantile_param_420,0.771004,0.832893,0.489964,0.929034
zeta-quantile_param_421,0.697589,0.706541,0.426839,0.978745
zeta-quantile_param_422,0.920688,0.935433,0.769648,0.982472
zeta-quantile_param_423,0.740443,0.730283,0.533431,0.922586
zeta-quantile_param_424,0.452732,0.432701,0.240396,0.674222
zeta-quantile_param_425,0.756888,0.768644,0.604557,0.890316
zeta-quantile_param_426,0.107504,0.104578,0.049819,0.165966
zeta-quantile_param_427,0.103919,0.102032,0.038641,0.174526
zeta-quantile_param_428,0.456477,0.435244,0.315701,0.700643
zeta-quantile_param_429,0.536133,0.508845,0.341039,0.804591
zeta-quantile_param_430,0.480332,0.474974,0.393261,0.591713
zeta-quantile_param_431,0.168593,0.156771,0.058281,0.342775
zeta-quantile_param_432,0.548834,0.586574,0.279443,0.833206
zeta-quantile_param_433,0.767710,0.787549,0.487937,0.977699
zeta-quantile_param_434,0.190715,0.172596,0.039602,0.357980
